created_hour,temperature_c,complaint_id
2023-01-01 21:00:00,7.8,56418983
2023-01-01 22:00:00,7.5,56414770
2023-01-01 22:00:00,7.5,56415255
2023-01-01 22:00:00,7.5,56416309
2023-01-01 22:00:00,7.5,56417940
2023-01-01 22:00:00,7.5,56418880
2023-01-01 22:00:00,7.5,56416147
2023-01-01 22:00:00,7.5,56412622
2023-01-01 22:00:00,7.5,56415446
2023-01-01 22:00:00,7.5,56417139
2023-01-01 22:00:00,7.5,56417453
2023-01-01 22:00:00,7.5,56418103
2023-01-01 22:00:00,7.5,56413586
2023-01-01 22:00:00,7.5,56415258
2023-01-01 22:00:00,7.5,56418888
2023-01-01 22:00:00,7.5,56419333
2023-01-01 22:00:00,7.5,56414930
2023-01-01 23:00:00,7.2,56413506
2023-01-01 23:00:00,7.2,56414372
2023-01-01 23:00:00,7.2,56417044
2023-01-01 23:00:00,7.2,56416213
2023-01-01 23:00:00,7.2,56418766
2023-01-01 23:00:00,7.2,56418054
2023-01-01 23:00:00,7.2,56413153
2023-01-01 23:00:00,7.2,56415331
2023-01-01 23:00:00,7.2,56412596
2023-01-01 23:00:00,7.2,56415206
2023-01-01 23:00:00,7.2,56414243
2023-01-01 23:00:00,7.2,56416148
2023-01-01 23:00:00,7.2,56415307
2023-01-01 23:00:00,7.2,56415205
2023-01-01 23:00:00,7.2,56417197
2023-01-01 23:00:00,7.2,56416971
2023-01-01 23:00:00,7.2,56418258
2023-01-01 23:00:00,7.2,56417194
2023-01-01 23:00:00,7.2,56417132
2023-01-01 23:00:00,7.2,56412644
2023-01-01 23:00:00,7.2,56417598
2023-01-01 23:00:00,7.2,56418957
2023-01-01 23:00:00,7.2,56416184
2023-01-01 23:00:00,7.2,56414873
2023-01-01 23:00:00,7.2,56418148
2023-01-01 23:00:00,7.2,56413785
2023-01-02 00:00:00,6.1,56418726
2023-01-02 00:00:00,6.1,56413174
2023-01-02 00:00:00,6.1,56415262
2023-01-02 00:00:00,6.1,56419158
2023-01-02 00:00:00,6.1,56414374
2023-01-02 00:00:00,6.1,56418209
2023-01-02 00:00:00,6.1,56418193
2023-01-02 00:00:00,6.1,56413427
2023-01-02 00:00:00,6.1,56414471
2023-01-02 00:00:00,6.1,56415308
2023-01-02 00:00:00,6.1,56412804
2023-01-02 00:00:00,6.1,56412494
2023-01-02 00:00:00,6.1,56419003
2023-01-02 00:00:00,6.1,56419530
2023-01-02 00:00:00,6.1,56415330
2023-01-02 00:00:00,6.1,56417588
2023-01-02 00:00:00,6.1,56418498
2023-01-02 01:00:00,6.1,56413167
2023-01-02 01:00:00,6.1,56415016
2023-01-02 01:00:00,6.1,56415529
2023-01-02 01:00:00,6.1,56417214
2023-01-02 01:00:00,6.1,56416198
2023-01-02 01:00:00,6.1,56416116
2023-01-02 01:00:00,6.1,56415335
2023-01-02 01:00:00,6.1,56414706
2023-01-02 01:00:00,6.1,56414297
2023-01-02 01:00:00,6.1,56415275
2023-01-02 01:00:00,6.1,56413025
2023-01-02 01:00:00,6.1,56412825
2023-01-02 01:00:00,6.1,56418125
2023-01-02 01:00:00,6.1,56413574
2023-01-02 01:00:00,6.1,56416333
2023-01-02 01:00:00,6.1,56413040
2023-01-02 01:00:00,6.1,56417539
2023-01-02 01:00:00,6.1,56415906
2023-01-02 01:00:00,6.1,56414499
2023-01-02 01:00:00,6.1,56417226
2023-01-02 01:00:00,6.1,56416117
2023-01-02 02:00:00,5.6,56424489
2023-01-02 02:00:00,5.6,56421378
2023-01-02 02:00:00,5.6,56423931
2023-01-02 02:00:00,5.6,56422399
2023-01-02 02:00:00,5.6,56421503
2023-01-02 03:00:00,3.9,56424822
2023-01-02 03:00:00,3.9,56425347
2023-01-02 03:00:00,3.9,56421389
2023-01-02 04:00:00,4.45,56425256
2023-01-02 04:00:00,4.45,56421441
2023-01-02 04:00:00,4.45,56422196
2023-01-02 05:00:00,5.0,56422041
2023-01-02 05:00:00,5.0,56423131
2023-01-02 05:00:00,5.0,56424727
2023-01-02 05:00:00,5.0,56423790
2023-01-02 05:00:00,5.0,56425350
2023-01-02 05:00:00,5.0,56419699
2023-01-02 06:00:00,5.6,56423110
2023-01-02 06:00:00,5.6,56422044
2023-01-02 06:00:00,5.6,56423768
2023-01-02 07:00:00,6.699999999999999,56424493
2023-01-02 08:00:00,7.2,56421277
2023-01-02 08:00:00,7.2,56420235
2023-01-02 08:00:00,7.2,56423484
2023-01-02 09:00:00,9.4,56424553
2023-01-02 09:00:00,9.4,56422186
2023-01-02 09:00:00,9.4,56419670
2023-01-02 10:00:00,10.0,56420472
2023-01-02 11:00:00,11.7,56425504
2023-01-02 11:00:00,11.7,56425465
2023-01-02 11:00:00,11.7,56424470
2023-01-02 11:00:00,11.7,56425299
2023-01-02 11:00:00,11.7,56423806
2023-01-02 11:00:00,11.7,56425458
2023-01-02 11:00:00,11.7,56422624
2023-01-02 12:00:00,12.2,56425489
2023-01-02 12:00:00,12.2,56422055
2023-01-02 12:00:00,12.2,56423639
2023-01-02 13:00:00,11.4,56422094
2023-01-02 13:00:00,11.4,56425292
2023-01-02 13:00:00,11.4,56426038
2023-01-02 13:00:00,11.4,56425450
2023-01-02 13:00:00,11.4,56425358
2023-01-02 13:00:00,11.4,56423834
2023-01-02 13:00:00,11.4,56422123
2023-01-02 13:00:00,11.4,56424649
2023-01-02 13:00:00,11.4,56425372
2023-01-02 14:00:00,10.0,56425316
2023-01-02 14:00:00,10.0,56419952
2023-01-02 14:00:00,10.0,56421354
2023-01-02 14:00:00,10.0,56420738
2023-01-02 14:00:00,10.0,56422410
2023-01-02 14:00:00,10.0,56425462
2023-01-02 15:00:00,10.0,56423802
2023-01-02 15:00:00,10.0,56425370
2023-01-02 15:00:00,10.0,56421388
2023-01-02 15:00:00,10.0,56424624
2023-01-02 15:00:00,10.0,56420480
2023-01-02 16:00:00,9.45,56421395
2023-01-02 16:00:00,9.45,56546252
2023-01-02 16:00:00,9.45,56423857
2023-01-02 16:00:00,9.45,56419944
2023-01-02 16:00:00,9.45,56423721
2023-01-02 17:00:00,9.4,56425259
2023-01-02 17:00:00,9.4,56422970
2023-01-02 17:00:00,9.4,56425448
2023-01-02 17:00:00,9.4,56424714
2023-01-02 17:00:00,9.4,56420018
2023-01-02 18:00:00,8.9,56422099
2023-01-02 18:00:00,8.9,56423031
2023-01-02 18:00:00,8.9,56552819
2023-01-02 18:00:00,8.9,56425424
2023-01-02 19:00:00,8.9,56421279
2023-01-02 19:00:00,8.9,56421165
2023-01-02 19:00:00,8.9,56424735
2023-01-02 19:00:00,8.9,56422854
2023-01-02 19:00:00,8.9,56422774
2023-01-02 19:00:00,8.9,56423685
2023-01-02 19:00:00,8.9,56422965
2023-01-02 19:00:00,8.9,56424497
2023-01-02 20:00:00,9.4,56423653
2023-01-02 20:00:00,9.4,56422978
2023-01-02 20:00:00,9.4,56422677
2023-01-02 20:00:00,9.4,56422967
2023-01-02 21:00:00,8.9,56422846
2023-01-02 21:00:00,8.9,56420551
2023-01-02 21:00:00,8.9,56420620
2023-01-02 21:00:00,8.9,56422828
2023-01-02 21:00:00,8.9,56421280
2023-01-02 21:00:00,8.9,56424674
2023-01-02 22:00:00,9.15,56422995
2023-01-02 22:00:00,9.15,56422148
2023-01-02 22:00:00,9.15,56424508
2023-01-02 22:00:00,9.15,56420128
2023-01-02 22:00:00,9.15,56419684
2023-01-02 22:00:00,9.15,56425254
2023-01-02 22:00:00,9.15,56423736
2023-01-02 22:00:00,9.15,56425461
2023-01-02 22:00:00,9.15,56424653
2023-01-02 22:00:00,9.15,56422945
2023-01-02 22:00:00,9.15,56424485
2023-01-02 22:00:00,9.15,56425373
2023-01-02 22:00:00,9.15,56422244
2023-01-02 22:00:00,9.15,56422985
2023-01-02 22:00:00,9.15,56426052
2023-01-02 22:00:00,9.15,56423798
2023-01-02 22:00:00,9.15,56423722
2023-01-02 22:00:00,9.15,56420459
2023-01-02 22:00:00,9.15,56423842
2023-01-02 22:00:00,9.15,56420378
2023-01-02 22:00:00,9.15,56426005
2023-01-02 22:00:00,9.15,56420456
2023-01-02 22:00:00,9.15,56425255
2023-01-02 22:00:00,9.15,56421383
2023-01-02 22:00:00,9.15,56421692
2023-01-02 23:00:00,9.4,56422155
2023-01-02 23:00:00,9.4,56422800
2023-01-02 23:00:00,9.4,56553923
2023-01-02 23:00:00,9.4,56420428
2023-01-02 23:00:00,9.4,56420684
2023-01-02 23:00:00,9.4,56422038
2023-01-02 23:00:00,9.4,56423018
2023-01-02 23:00:00,9.4,56422192
2023-01-02 23:00:00,9.4,56425514
2023-01-02 23:00:00,9.4,56420735
2023-01-02 23:00:00,9.4,56422245
2023-01-02 23:00:00,9.4,56420440
2023-01-02 23:00:00,9.4,56552664
2023-01-02 23:00:00,9.4,56423624
2023-01-02 23:00:00,9.4,56421305
2023-01-02 23:00:00,9.4,56421477
2023-01-02 23:00:00,9.4,56421266
2023-01-02 23:00:00,9.4,56421275
2023-01-02 23:00:00,9.4,56425246
2023-01-02 23:00:00,9.4,56419642
2023-01-02 23:00:00,9.4,56421469
2023-01-02 23:00:00,9.4,56425013
2023-01-02 23:00:00,9.4,56422840
2023-01-02 23:00:00,9.4,56419923
2023-01-03 00:00:00,8.3,56425323
2023-01-03 00:00:00,8.3,56424620
2023-01-03 00:00:00,8.3,56424451
2023-01-03 00:00:00,8.3,56425645
2023-01-03 00:00:00,8.3,56422088
2023-01-03 00:00:00,8.3,56419659
2023-01-03 00:00:00,8.3,56425387
2023-01-03 00:00:00,8.3,56424650
2023-01-03 00:00:00,8.3,56422990
2023-01-03 00:00:00,8.3,56421615
2023-01-03 00:00:00,8.3,56419934
2023-01-03 00:00:00,8.3,56425268
2023-01-03 00:00:00,8.3,56423893
2023-01-03 01:00:00,8.600000000000001,56420058
2023-01-03 01:00:00,8.600000000000001,56420114
2023-01-03 01:00:00,8.600000000000001,56424391
2023-01-03 01:00:00,8.600000000000001,56421453
2023-01-03 01:00:00,8.600000000000001,56420518
2023-01-03 01:00:00,8.600000000000001,56424526
2023-01-03 01:00:00,8.600000000000001,56423487
2023-01-03 01:00:00,8.600000000000001,56423053
2023-01-03 01:00:00,8.600000000000001,56422250
2023-01-03 01:00:00,8.600000000000001,56425390
2023-01-03 02:00:00,8.9,56434923
2023-01-03 02:00:00,8.9,56432425
2023-01-03 02:00:00,8.9,56429098
2023-01-03 02:00:00,8.9,56427935
2023-01-03 02:00:00,8.9,56433452
2023-01-03 02:00:00,8.9,56432382
2023-01-03 02:00:00,8.9,56433628
2023-01-03 02:00:00,8.9,56431422
2023-01-03 02:00:00,8.9,56428057
2023-01-03 02:00:00,8.9,56429156
2023-01-03 02:00:00,8.9,56433769
2023-01-03 03:00:00,8.3,56432494
2023-01-03 03:00:00,8.3,56433763
2023-01-03 03:00:00,8.3,56427939
2023-01-03 03:00:00,8.3,56429054
2023-01-03 03:00:00,8.3,56431373
2023-01-03 03:00:00,8.3,56432639
2023-01-03 03:00:00,8.3,56432368
2023-01-03 03:00:00,8.3,56426943
2023-01-03 03:00:00,8.3,56433824
2023-01-03 04:00:00,8.600000000000001,56434832
2023-01-03 04:00:00,8.600000000000001,56431455
2023-01-03 04:00:00,8.600000000000001,56426960
2023-01-03 04:00:00,8.600000000000001,56426965
2023-01-03 04:00:00,8.600000000000001,56432248
2023-01-03 04:00:00,8.600000000000001,56432621
2023-01-03 05:00:00,8.9,56427940
2023-01-03 05:00:00,8.9,56432241
2023-01-03 05:00:00,8.9,56426843
2023-01-03 05:00:00,8.9,56434967
2023-01-03 05:00:00,8.9,56432267
2023-01-03 05:00:00,8.9,56426945
2023-01-03 06:00:00,9.2,56430263
2023-01-03 06:00:00,9.2,56433128
2023-01-03 06:00:00,9.2,56426613
2023-01-03 06:00:00,9.2,56430305
2023-01-03 06:00:00,9.2,56430287
2023-01-03 06:00:00,9.2,56432233
2023-01-03 06:00:00,9.2,56427926
2023-01-03 06:00:00,9.2,56433812
2023-01-03 06:00:00,9.2,56430245
2023-01-03 07:00:00,9.266666666666667,56426868
2023-01-03 07:00:00,9.266666666666667,56432269
2023-01-03 07:00:00,9.266666666666667,56434941
2023-01-03 08:00:00,10.0,56432266
2023-01-03 08:00:00,10.0,56431438
2023-01-03 08:00:00,10.0,56426546
2023-01-03 09:00:00,10.0,56434966
2023-01-03 09:00:00,10.0,56426955
2023-01-03 09:00:00,10.0,56428044
2023-01-03 09:00:00,10.0,56433823
2023-01-03 09:00:00,10.0,56431457
2023-01-03 09:00:00,10.0,56434831
2023-01-03 10:00:00,9.066666666666668,56433765
2023-01-03 10:00:00,9.066666666666668,56429151
2023-01-03 10:00:00,9.066666666666668,56431362
2023-01-03 11:00:00,8.15,56434940
2023-01-03 12:00:00,9.15,56430256
2023-01-03 12:00:00,9.15,56426686
2023-01-03 13:00:00,9.1,56434830
2023-01-03 14:00:00,9.4,56429056
2023-01-03 14:00:00,9.4,56432427
2023-01-03 14:00:00,9.4,56431350
2023-01-03 14:00:00,9.4,56433767
2023-01-03 14:00:00,9.4,56430260
2023-01-03 16:00:00,8.5,56432625
2023-01-03 16:00:00,8.5,56426938
2023-01-03 17:00:00,8.3,56431450
2023-01-03 17:00:00,8.3,56426871
2023-01-03 17:00:00,8.3,56430317
2023-01-03 17:00:00,8.3,56433789
2023-01-03 17:00:00,8.3,56431424
2023-01-03 17:00:00,8.3,56427947
2023-01-03 17:00:00,8.3,56429103
2023-01-03 17:00:00,8.3,56433777
2023-01-03 17:00:00,8.3,56431415
2023-01-03 18:00:00,8.05,56426616
2023-01-03 18:00:00,8.05,56429055
2023-01-03 18:00:00,8.05,56430306
2023-01-03 18:00:00,8.05,56430259
2023-01-03 18:00:00,8.05,56429164
2023-01-03 18:00:00,8.05,56431387
2023-01-03 18:00:00,8.05,56426636
2023-01-03 18:00:00,8.05,56426954
2023-01-03 18:00:00,8.05,56432283
2023-01-03 18:00:00,8.05,56434939
2023-01-03 18:00:00,8.05,56429149
2023-01-03 18:00:00,8.05,56433663
2023-01-03 19:00:00,8.5,56433638
2023-01-03 19:00:00,8.5,56426942
2023-01-03 19:00:00,8.5,56431456
2023-01-03 19:00:00,8.5,56433451
2023-01-03 19:00:00,8.5,56428879
2023-01-03 19:00:00,8.5,56429146
2023-01-03 20:00:00,8.3,56433659
2023-01-03 20:00:00,8.3,56432381
2023-01-03 20:00:00,8.3,56429102
2023-01-03 20:00:00,8.3,56428058
2023-01-03 20:00:00,8.3,56426853
2023-01-03 20:00:00,8.3,56430096
2023-01-03 20:00:00,8.3,56432349
2023-01-03 20:00:00,8.3,56432298
2023-01-03 20:00:00,8.3,56430243
2023-01-03 20:00:00,8.3,56432418
2023-01-03 20:00:00,8.3,56429682
2023-01-03 20:00:00,8.3,56426946
2023-01-03 21:00:00,8.3,56434995
2023-01-03 21:00:00,8.3,56432380
